mode,cohort,replicate,Date Time Point,Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
agonist,1,3,10:42.7,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP1A2_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,10:43.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP1A2_4,Greiner_384PS_781096,O3,0,0,,,25,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,10:43.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP1A2_4,Greiner_384PS_781096,O2,0,0,,,45,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,17:23.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2A6_4,Greiner_384PS_781096,H13,0,0,,,45,0,61.545,95.708,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,17:32.3,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2A6_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,17:33.3,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2A6_4,Greiner_384PS_781096,O5,0,0,,,5,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,17:33.7,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2A6_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,17:34.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2A6_4,Greiner_384PS_781096,O3,0,0,,,25,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,1,3,17:34.7,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2A6_4,Greiner_384PS_781096,O2,0,0,,,45,0,61.221,98.196,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,48:11.4,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H13,0,0,,,45,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,48:11.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H14,0,0,,,25,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,48:11.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,48:11.7,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H16,0,0,,,5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,48:11.8,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,48:19.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,48:20.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O5,0,0,,,5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,48:20.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,48:21.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O3,0,0,,,25,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,48:21.5,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O2,0,0,,,45,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,55:43.7,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H13,0,0,,,45,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,55:43.9,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H14,0,0,,,25,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,55:43.9,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,55:44.0,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H16,0,0,,,5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,55:44.1,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,55:51.5,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,55:52.4,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,O5,0,0,,,5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,55:52.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,55:53.4,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,O3,0,0,,,25,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,55:53.8,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,O2,0,0,,,45,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,04:22.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,H13,0,0,,,45,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,04:22.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,H14,0,0,,,25,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,04:22.4,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,04:22.5,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,H16,0,0,,,5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,04:22.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,04:30.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,04:30.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,O5,0,0,,,5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,04:31.4,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,04:31.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,O3,0,0,,,25,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,04:32.3,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2C9_4,Greiner_384PS_781096,O2,0,0,,,45,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,12:50.9,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,H13,0,0,,,45,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,12:51.0,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,H14,0,0,,,25,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,12:51.1,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,12:51.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,H16,0,0,,,5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,12:51.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,76.314,71.832,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.82317 ft: 5.60905
agonist,2,1,12:58.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,12:59.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,O5,0,0,,,5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,13:00.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,13:00.5,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,O3,0,0,,,25,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,1,13:01.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2C19_4,Greiner_384PS_781096,O2,0,0,,,45,0,61.89,97.285,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,39:31.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2B6_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,39:31.5,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2B6_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,39:32.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2B6_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,39:32.4,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2B6_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,39:32.9,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2B6_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,41:01.5,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H13,0,0,,,45,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,41:01.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H14,0,0,,,25,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,41:01.7,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,41:01.8,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H16,0,0,,,5,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,41:01.8,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,41:09.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,62.762,95.049,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,41:10.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O5,0,0,,,5,0,62.762,95.049,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,41:10.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,62.762,95.049,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,41:11.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O3,0,0,,,25,0,62.762,95.049,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,41:11.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2B6_4,Greiner_384PS_781096,O2,0,0,,,45,0,62.762,95.049,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,42:35.6,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2B6_5,Greiner_384PS_781096,J17,0,0,,,2.5,0,63.024,92.739,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,42:36.1,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2B6_5,Greiner_384PS_781096,J16,0,0,,,5,0,63.024,92.739,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,42:36.6,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2B6_5,Greiner_384PS_781096,J15,0,0,,,12.5,0,63.024,92.739,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,42:37.1,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2B6_5,Greiner_384PS_781096,J14,0,0,,,25,0,63.024,92.739,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,42:37.6,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2B6_5,Greiner_384PS_781096,J13,0,0,,,45,0,63.024,92.739,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,47:07.2,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2C8_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,47:07.8,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2C8_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,47:08.2,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2C8_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,47:08.7,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2C8_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,47:09.2,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2C8_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.698,92.705,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,2,2,48:30.0,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H13,0,0,,,45,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,48:30.1,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H14,0,0,,,25,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,48:30.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,48:30.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H16,0,0,,,5,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
agonist,2,2,48:30.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2C8_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,75.375,72.937,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.81746 ft: 5.52226
